bench=balibase	algo=clustalo	acc=BB11001	lddt_fm=0.622902
bench=balibase	algo=clustalo	acc=BB11002	lddt_fm=0.189653
bench=balibase	algo=clustalo	acc=BB11004	lddt_fm=0.277537
bench=balibase	algo=clustalo	acc=BB11005	lddt_fm=0.338545
bench=balibase	algo=clustalo	acc=BB11006	lddt_fm=0.227065
bench=balibase	algo=clustalo	acc=BB11007	lddt_fm=0.443206
bench=balibase	algo=clustalo	acc=BB11009	lddt_fm=0.353212
bench=balibase	algo=clustalo	acc=BB11012	lddt_fm=0.587432
bench=balibase	algo=clustalo	acc=BB11013	lddt_fm=0.239482
bench=balibase	algo=clustalo	acc=BB11014	lddt_fm=0.445486
bench=balibase	algo=clustalo	acc=BB11016	lddt_fm=0.223116
bench=balibase	algo=clustalo	acc=BB11018	lddt_fm=0.226903
bench=balibase	algo=clustalo	acc=BB11019	lddt_fm=0.398357
bench=balibase	algo=clustalo	acc=BB11020	lddt_fm=0.427676
bench=balibase	algo=clustalo	acc=BB11021	lddt_fm=0.276119
bench=balibase	algo=clustalo	acc=BB11022	lddt_fm=0.154332
bench=balibase	algo=clustalo	acc=BB11023	lddt_fm=0.310896
bench=balibase	algo=clustalo	acc=BB11024	lddt_fm=0.193390
bench=balibase	algo=clustalo	acc=BB11025	lddt_fm=0.222583
bench=balibase	algo=clustalo	acc=BB11026	lddt_fm=0.081118
bench=balibase	algo=clustalo	acc=BB11027	lddt_fm=0.204709
bench=balibase	algo=clustalo	acc=BB11028	lddt_fm=0.410366
bench=balibase	algo=clustalo	acc=BB11030	lddt_fm=0.326776
bench=balibase	algo=clustalo	acc=BB11031	lddt_fm=0.164314
bench=balibase	algo=clustalo	acc=BB11032	lddt_fm=0.300772
bench=balibase	algo=clustalo	acc=BB11033	lddt_fm=0.160007
bench=balibase	algo=clustalo	acc=BB11034	lddt_fm=0.232241
bench=balibase	algo=clustalo	acc=BB11036	lddt_fm=0.276270
bench=balibase	algo=clustalo	acc=BB11038	lddt_fm=0.250305
bench=balibase	algo=clustalo	acc=BB12001	lddt_fm=0.530951
bench=balibase	algo=clustalo	acc=BB12002	lddt_fm=0.633378
bench=balibase	algo=clustalo	acc=BB12003	lddt_fm=0.671567
bench=balibase	algo=clustalo	acc=BB12004	lddt_fm=0.625643
bench=balibase	algo=clustalo	acc=BB12005	lddt_fm=0.634336
bench=balibase	algo=clustalo	acc=BB12007	lddt_fm=0.593707
bench=balibase	algo=clustalo	acc=BB12008	lddt_fm=0.706183
bench=balibase	algo=clustalo	acc=BB12009	lddt_fm=0.248884
bench=balibase	algo=clustalo	acc=BB12010	lddt_fm=0.555757
bench=balibase	algo=clustalo	acc=BB12011	lddt_fm=0.601177
bench=balibase	algo=clustalo	acc=BB12012	lddt_fm=0.308433
bench=balibase	algo=clustalo	acc=BB12013	lddt_fm=0.678826
bench=balibase	algo=clustalo	acc=BB12014	lddt_fm=0.580172
bench=balibase	algo=clustalo	acc=BB12015	lddt_fm=0.471250
bench=balibase	algo=clustalo	acc=BB12017	lddt_fm=0.589584
bench=balibase	algo=clustalo	acc=BB12019	lddt_fm=0.709468
bench=balibase	algo=clustalo	acc=BB12020	lddt_fm=0.620077
bench=balibase	algo=clustalo	acc=BB12021	lddt_fm=0.661195
bench=balibase	algo=clustalo	acc=BB12023	lddt_fm=0.667003
bench=balibase	algo=clustalo	acc=BB12026	lddt_fm=0.473749
bench=balibase	algo=clustalo	acc=BB12027	lddt_fm=0.609578
bench=balibase	algo=clustalo	acc=BB12028	lddt_fm=0.425518
bench=balibase	algo=clustalo	acc=BB12029	lddt_fm=0.640481
bench=balibase	algo=clustalo	acc=BB12031	lddt_fm=0.565538
bench=balibase	algo=clustalo	acc=BB12032	lddt_fm=0.417326
bench=balibase	algo=clustalo	acc=BB12033	lddt_fm=0.496717
bench=balibase	algo=clustalo	acc=BB12035	lddt_fm=0.466469
bench=balibase	algo=clustalo	acc=BB12036	lddt_fm=0.698820
bench=balibase	algo=clustalo	acc=BB12037	lddt_fm=0.436696
bench=balibase	algo=clustalo	acc=BB12038	lddt_fm=0.399485
bench=balibase	algo=clustalo	acc=BB12039	lddt_fm=0.117361
bench=balibase	algo=clustalo	acc=BB12040	lddt_fm=0.587727
bench=balibase	algo=clustalo	acc=BB12041	lddt_fm=0.482177
bench=balibase	algo=clustalo	acc=BB12042	lddt_fm=0.419944
bench=balibase	algo=clustalo	acc=BB12043	lddt_fm=0.484325
bench=balibase	algo=clustalo	acc=BB12044	lddt_fm=0.629597
bench=balibase	algo=clustalo	acc=BB20001	lddt_fm=0.619995
bench=balibase	algo=clustalo	acc=BB20002	lddt_fm=0.255892
bench=balibase	algo=clustalo	acc=BB20003	lddt_fm=0.698744
bench=balibase	algo=clustalo	acc=BB20004	lddt_fm=0.674285
bench=balibase	algo=clustalo	acc=BB20005	lddt_fm=0.580834
bench=balibase	algo=clustalo	acc=BB20006	lddt_fm=0.665781
bench=balibase	algo=clustalo	acc=BB20007	lddt_fm=0.536460
bench=balibase	algo=clustalo	acc=BB20008	lddt_fm=0.453015
bench=balibase	algo=clustalo	acc=BB20009	lddt_fm=0.723918
bench=balibase	algo=clustalo	acc=BB20010	lddt_fm=0.692861
bench=balibase	algo=clustalo	acc=BB20011	lddt_fm=0.344483
bench=balibase	algo=clustalo	acc=BB20012	lddt_fm=0.627093
bench=balibase	algo=clustalo	acc=BB20013	lddt_fm=0.493289
bench=balibase	algo=clustalo	acc=BB20014	lddt_fm=0.321278
bench=balibase	algo=clustalo	acc=BB20015	lddt_fm=0.565096
bench=balibase	algo=clustalo	acc=BB20016	lddt_fm=0.428205
bench=balibase	algo=clustalo	acc=BB20017	lddt_fm=0.733975
bench=balibase	algo=clustalo	acc=BB20018	lddt_fm=0.664859
bench=balibase	algo=clustalo	acc=BB20019	lddt_fm=0.368829
bench=balibase	algo=clustalo	acc=BB20020	lddt_fm=0.395790
bench=balibase	algo=clustalo	acc=BB20021	lddt_fm=0.587706
bench=balibase	algo=clustalo	acc=BB20022	lddt_fm=0.601316
bench=balibase	algo=clustalo	acc=BB20023	lddt_fm=0.533410
bench=balibase	algo=clustalo	acc=BB20024	lddt_fm=0.442543
bench=balibase	algo=clustalo	acc=BB20025	lddt_fm=0.558411
bench=balibase	algo=clustalo	acc=BB20026	lddt_fm=0.572453
bench=balibase	algo=clustalo	acc=BB20027	lddt_fm=0.358755
bench=balibase	algo=clustalo	acc=BB20028	lddt_fm=0.635713
